place,address,pos,open_time
금선사,전라북도 김제시 금구면 금구리,"[35.772697, 127.0080987]",
국제현대미술관,강원도 영월군 영월읍 삼옥길 31,"[37.208301, 128.504388]",
증권박물관,경기도 고양시 일산동구 백석2동 호수로 358-8,"[37.6384464, 126.7837744]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
휴무일"
태릉,서울특별시 중랑구 묵동 공릉로2길 60-25,"[37.6122811, 127.0807084]",
숭현서원,대전광역시 유성구 원촌동 산35-1,"[36.3798254, 127.4024616]",
장기읍성과 유배문화체험관,장기유배문화체험촌,"[35.903197, 129.4842377]",
옛길박물관,경상북도 문경시 문경읍 새재로 944,"[36.76314, 128.074185]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
안동 임청각,경상북도 안동시 중구동 임청각길,"[36.565988, 128.7408145]",
별천지박물관,부산광역시 해운대구 우동 APEC로 58,"[35.1675116, 129.0284878]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 9:00
토요일
오전 10:00~오후 9:00
일요일
오전 10:00~오후 6:00"
미카형 증기기관차 129호,미카형 증기기관차 129호,"[35.1794129, 126.8985258]",
대전교통문화연수원,대전광역시 유성구 도룡동 대덕대로 48,"[36.3781384, 127.3819574]",
국립여성사전시관,경기도 고양시 덕양구 화정1동 화중로104번길 50,"[37.6357485, 126.8320325]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
휴무일"
용소폭포,경기도 가평군 북면 조무락골길,"[37.9876206, 127.4522781]",
문무대왕릉,경상북도 경주시 양북면 봉길리 26,"[35.7381122, 129.4846149]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
상록리조트 아쿠아피아,천안상록아쿠아피아,"[36.7408059, 127.2862944]","월요일
휴무일
화요일
오전 10:00~오후 7:00
수요일
오전 10:00~오후 7:00
목요일
오전 10:00~오후 7:00
금요일
오전 10:00~오후 7:00
토요일
오전 10:00~오후 7:00
일요일
오전 10:00~오후 7:00"
몰운대,몰운대,"[35.1794129, 126.8985258]",
선성현객사,경상북도 안동시 용상동,"[36.5757297, 128.761266]",
성읍 랜드,"제주특별자치도 서귀포시 특별자치도, 성읍리 2045-1 KR","[33.3985311, 126.7853964]","월요일
오전 9:30~오후 6:00
화요일
오전 9:30~오후 6:00
수요일
오전 9:30~오후 6:00
목요일
오전 9:30~오후 6:00
금요일
오전 9:30~오후 6:00
토요일
오전 9:30~오후 6:00
일요일
오전 9:30~오후 6:00"
추전역,태백시 삼수동 추전역삼거리,"[37.203588, 128.9511507]",
마포 농수산물 시장,서울특별시 마포구 성산2동 월드컵로 235,"[37.5651596, 126.896276]","월요일
오전 6:00~오후 10:00
화요일
오전 6:00~오후 10:00
수요일
오전 6:00~오후 10:00
목요일
오전 6:00~오후 10:00
금요일
오전 6:00~오후 10:00
토요일
오전 6:00~오후 10:00
일요일
오전 6:00~오후 10:00"
청계천 박물관,서울특별시 성동구 마장동 청계천로 530,"[37.5713196, 127.0328402]","월요일
휴무일
화요일
오전 9:00~오후 7:00
수요일
오전 9:00~오후 7:00
목요일
오전 9:00~오후 7:00
금요일
오전 9:00~오후 7:00
토요일
오전 9:00~오후 7:00
일요일
오전 9:00~오후 7:00"
유당공원,전라남도 광양시 광양읍 목성리,"[34.9701083, 127.5902309]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
양평군립미술관,경기도 양평군 양평읍 문화복지길 2,"[37.4970621, 127.4817737]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
대둔산,완주군 운주면,"[36.1200479, 127.3057568]",
얼라이브 하트,강원도 속초시 노학동 원암학사평길 88,"[38.2054519, 128.5149991]",
망원 한강공원,서울특별시 마포구 마포나루길 467 (망원동) 망원한강공원 내,"[37.5557262, 126.8923762]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
포항운하,경상북도 포항시 남구 해도동,"[36.0291999, 129.3714018]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
성주 세종대왕자 태실,경상북도 성주군 월항면 세종대왕자태실로 639-18,"[36.0156908, 128.2969141]",
종로타워,"종로51 종로타워 17층, Jongno-gu, Seoul","[37.5707717, 126.9813263]",
경상북도청,경상북도 청도군,"[35.7049455, 128.5038018]",
장구목,전라북도 순창군 동계면 어치리 632-3,"[35.4698486, 127.1870379]",
코리아 인터내셔널 서킷,전라남도 영암군 삼호읍 에프원로 2,"[34.7381177, 126.4132352]",
정와,동안구 관양동 954-6번지 401호 안양시 경기도 KR,"[37.3929349, 126.970105]",
주상절리 전망대,경상북도 경주시 양남면 읍천리 405-7,"[35.686167, 129.4721377]","월요일
오전 9:30~오후 6:00
화요일
오전 9:30~오후 6:00
수요일
오전 9:30~오후 6:00
목요일
오전 9:30~오후 6:00
금요일
오전 9:30~오후 6:00
토요일
오전 9:30~오후 6:00
일요일
오전 9:30~오후 6:00"
3D블랙아트 박물관,서울특별시 중구 충무로2가 명동8가길 27,"[37.5618939, 126.9842449]","월요일
오전 10:00~오후 9:30
화요일
오전 10:00~오후 9:30
수요일
오전 10:00~오후 9:30
목요일
오전 10:00~오후 9:30
금요일
오전 10:00~오후 9:30
토요일
오전 10:00~오후 9:30
일요일
오전 10:00~오후 9:30"
김해한림박물관,경상남도 김해시 한림면 퇴래리 1107,"[35.2945358, 128.7923873]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
광양장도박물관,전라남도 광양시 광양읍 매천로 771,"[34.9770139, 127.5784598]",
경주 남산,경주시 내남면,"[35.7680542, 129.2080035]",
기당 미술관,제주특별자치도 서귀포시 천지동 남성중로153번길 15,"[33.2448215, 126.5490361]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
대전시청자미디어센터,대전광역시 유성구 도룡동,"[36.3784629, 127.3774205]",
진해보타닉뮤지엄,경상남도 창원시 창원시 진해구 진해대로1137번길 89 KR,"[35.1300149, 128.7153716]","월요일
오전 10:00~오후 9:00
화요일
오전 10:00~오후 9:00
수요일
오전 10:00~오후 9:00
목요일
오전 10:00~오후 9:00
금요일
오전 10:00~오후 9:00
토요일
오전 10:00~오후 9:00
일요일
오전 10:00~오후 9:00"
공덕시장,서울특별시 마포구 공덕동 256-5,"[37.5450726, 126.9511448]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
한라산 백록담,제주시 오등동,"[33.386979, 126.4966072]",
신경주역관광안내소,경상북도 경주시 건천읍 신경주역로 80,"[35.8023875, 129.1361073]",
경주고속버스터미널 관광안내소,경상북도 경주시 노서동 243-12,"[35.8386571, 129.2007892]",
남강 의암,대전광역시 유성구 노은동 월드컵대로 32,"[36.364657, 127.2541233]",
왈종미술관,제주특별자치도 서귀포시 제주도 서귀포시 칠십리로 214번길 30(동홍동),"[33.2452926, 126.5714779]","월요일
오전 10:30~오후 6:00
화요일
오전 10:30~오후 6:00
수요일
오전 10:30~오후 6:00
목요일
오전 10:30~오후 6:00
금요일
오전 10:30~오후 6:00
토요일
오전 10:30~오후 6:00
일요일
오전 10:30~오후 6:00"
뽀로로 파크,서울특별시 송파구 잠실동 올림픽로 240,"[37.5110761, 127.0963408]","월요일
오전 10:00~오후 8:00
화요일
오전 10:00~오후 8:00
수요일
오전 10:00~오후 8:00
목요일
오전 10:00~오후 8:00
금요일
오전 10:00~오후 8:00
토요일
오전 10:00~오후 9:00
일요일
오전 10:00~오후 8:00"
조곡동 철도문화마을,전라남도 순천시 조곡동 자경1길 10-81,"[34.949869, 127.4981411]",
예천박물관,경상북도 예천군 감천면 복골길 150,"[36.7002099, 128.5120021]","월요일
휴무일
화요일
오전 9:00~오후 5:30
수요일
오전 9:00~오후 5:30
목요일
오전 9:00~오후 5:30
금요일
오전 9:00~오후 5:30
토요일
오전 9:00~오후 5:30
일요일
오전 9:00~오후 5:30"
다빈치뮤지엄,서울특별시 광진구 능동 18-11 능동 어린이회관 특별전시관,"[37.548004, 127.073892]","월요일
휴무일
화요일
오전 10:00~오후 8:30
수요일
오전 10:00~오후 8:30
목요일
오전 10:00~오후 8:30
금요일
오전 10:00~오후 8:30
토요일
오전 10:00~오후 8:30
일요일
오전 10:00~오후 8:30"
전라남도 농업박물관,전라남도 영암군 삼호읍 녹색로 653-15 KR,"[34.776536, 126.4565]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
백제왕릉원 능산리고분군,충청남도 부여군 부여읍 왕릉로 61,"[36.278468, 126.941731]",
김천세계도자기박물관,경상북도 김천시 대항면 직지사길 118,"[36.1167809, 128.0090475]","월요일
오전 10:00~오후 11:00
화요일
오전 10:00~오후 11:00
수요일
오전 10:00~오후 11:00
목요일
오전 10:00~오후 11:00
금요일
오전 10:00~오후 11:00
토요일
오전 10:00~오후 11:00
일요일
오전 10:00~오후 11:00"
단양 구낭굴 유적,단양군 가곡면,"[37.0325792, 128.353343]",
죽산순교성지,경기도 안성시 일죽면 종배길 115,"[37.0749575, 127.4473824]",
이웅재고가,전라북도 임실군 오수면 둔덕2길 55,"[35.5042622, 127.3146321]",
가야랜드,경상남도 김해시 삼방동 산 123,"[35.260986, 128.899323]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
뚝섬 전망문화 콤플렉스 J-Bug,뚝섬 전망문화 콤플렉스 J-Bug,"[35.1794129, 126.8985258]",
군산오름,제주특별자치도 서귀포시 안덕면 창천리 564 제주특별자치도,"[33.2535232, 126.3678617]",
만연사,전라남도 화순군 화순읍 동구리 179,"[35.0830845, 126.9824798]",
염포산,울산광역시 북구 염포동,"[35.5211087, 129.4070374]",
금당사,광주광역시 남구 진월동 481-34,"[35.1147261, 126.8965401]",
낙성대공원,서울특별시 관악구 봉천동 낙성대로 77,"[37.4711007, 126.957796]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
휴무일"
북악산,서울특별시 청운동,"[37.5930538, 126.9557808]",
백약이오름,서귀포시 표선면,"[33.4377456, 126.7741509]",
철길숲과 불의 정원,경상북도 포항시 남구 대잠동 171-5,"[36.0123933, 129.3387118]",
피크닉,광주광역시 남구 방림동 543-10번지 봉림주택 1층,"[35.133218, 126.9093574]",
대정오일시장,제주특별자치도 제주시 도두일동 오일장서길 26,"[33.4969018, 126.4731996]","월요일
휴무일
화요일
오전 8:00~오후 6:00
수요일
오전 8:00~오후 6:00
목요일
오전 8:00~오후 6:00
금요일
오전 8:00~오후 6:00
토요일
오전 8:00~오후 6:00
일요일
오전 8:00~오후 6:00"
청담동 패션 거리,서울특별시 강남구 청담동 81-5,"[37.5255096, 127.0421196]",
북악팔각정,서울특별시 종로구 평창동 산 6-17,"[37.6015574, 126.9784511]","월요일
휴무일
화요일
오전 12:00~오후 11:00
수요일
오전 12:00~오후 11:00
목요일
오전 12:00~오후 11:00
금요일
오전 12:00~오후 11:00
토요일
오전 12:00~오후 11:00
일요일
오전 12:00~오후 11:00"
눈스퀘어,서울특별시 중구 명동2가 명동길 14,"[37.5634207, 126.9806705]","월요일
오전 11:00~오후 9:50
화요일
오전 11:00~오후 9:50
수요일
오전 11:00~오후 9:50
목요일
오전 11:00~오후 9:50
금요일
오전 11:00~오후 9:50
토요일
오전 11:00~오후 9:50
일요일
오전 11:00~오후 9:50"
도사곡 휴양림,강원도 정선군 사북읍 사북리 산 160-46 KR,"[37.2242768, 128.7899433]","월요일
오전 8:00~오후 7:00
화요일
오전 8:00~오후 7:00
수요일
오전 8:00~오후 7:00
목요일
오전 8:00~오후 7:00
금요일
오전 8:00~오후 7:00
토요일
오전 8:00~오후 7:00
일요일
오전 8:00~오후 7:00"
소정방폭포,제주특별자치도 서귀포시 동홍동 278,"[33.2450114, 126.5753459]",
전통 문화 컨텐츠 박물관,경상북도 안동시 중구동 서동문로 203,"[36.5662355, 128.7320054]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
마로니에 공원,서울특별시 종로구 이화동 대학로8길 1,"[37.5805009, 127.0006305]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
자수정 동굴나라,울산광역시 울주군 삼남면 자수정로 112,"[35.545456, 129.091658]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
상효원,제주특별자치도 서귀포시 영천동 산록남로 2847-37,"[33.3063966, 126.5822251]",
서울 시내버스,서울특별시 중구 태평로1가 62-9,"[37.5687417, 126.9746872]","월요일
오전 9:00~오후 7:30
화요일
오전 9:00~오후 7:30
수요일
오전 9:00~오후 7:30
목요일
오전 9:00~오후 7:30
금요일
오전 9:00~오후 7:30
토요일
오전 9:00~오후 7:30
일요일
오전 9:00~오후 7:30"
오수리 석불,전라북도 임실군 오수면 오수10길 24-22,"[35.5343699, 127.3232972]",
보은 속리 정이품송,충청북도 보은군 속리산면 상판리 17-3,"[36.5172051, 127.8134185]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
유교문화박물관,경상북도 안동시 도산면 서부리 220,"[36.7024489, 128.80844]","월요일
휴무일
화요일
오전 9:00~오후 5:30
수요일
오전 9:00~오후 5:30
목요일
오전 9:00~오후 5:30
금요일
오전 9:00~오후 5:30
토요일
오전 9:00~오후 5:30
일요일
오전 9:00~오후 5:30"
배재학당역사박물관,서울특별시 중구 정동 서소문로11길 19,"[37.5639564, 126.9703988]","월요일
휴무일
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
휴무일"
이청준 생가,전라남도 장흥군 회진면 진목리 475,"[34.4724613, 126.9180565]",
독립문,광주광역시 북구 용봉동 1409-4,"[35.1754331, 126.8938192]",
만옥정공원,경상남도 창녕군 창녕읍 교상리 28-22,"[35.5408345, 128.4999914]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
충무로 애완동물 거리,충무로 애완동물 거리,"[37.700723, 126.7929201]",
마포아트센터,서울특별시 마포구 대흥동 대흥로20길 28,"[37.5497222, 126.9433616]","월요일
오전 5:00~오후 10:00
화요일
오전 5:00~오후 10:00
수요일
오전 5:00~오후 10:00
목요일
오전 5:00~오후 10:00
금요일
오전 5:00~오후 10:00
토요일
오전 5:00~오후 8:45
일요일
오전 10:00~오후 4:45"
금관총,경상북도 경주시 노서동 104,"[35.8411259, 129.2076089]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
소마미술관,서울특별시 송파구 오륜동 올림픽로 424,"[37.517088, 127.1160429]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 5:00"
득량역 추억의 거리,전라남도 보성군 득량면 오봉리 909 35,"[34.7618099, 127.1678612]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
거창박물관,경상남도 거창군 거창읍 김천리 216-5,"[35.6743913, 127.9085436]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
윤선생생활탁구교실,윤선생생활탁구교실,"[36.0594474, 129.3689816]",
경춘선숲길,서울특별시 노원구 월계2동 276-40,"[37.6305497, 127.0608552]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
갤러리 현대,서울특별시 종로구 삼청동 삼청로 14,"[37.577203, 126.9777191]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
도갑사,전라남도 영암군 군서면 도갑사로 306,"[34.7527766, 126.6607353]",
김해구지봉,경상남도 김해시 구산동 산81-2,"[35.24321, 128.8736867]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
석봉 도자기 미술관,강원도 속초시 교동 엑스포로 156,"[38.1978928, 128.5803857]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
정남진토요시장,전라남도 장흥군 장흥읍 토요시장3길 15,"[34.6762163, 126.9007142]","월요일
오전 7:00~오후 8:00
화요일
오전 7:00~오후 8:00
수요일
오전 7:00~오후 8:00
목요일
오전 7:00~오후 8:00
금요일
오전 7:00~오후 8:00
토요일
오전 7:00~오후 8:00
일요일
오전 7:00~오후 8:00"
전라병영성 하멜기념관,전라남도 강진군 병영면 병영성로 180,"[34.7194312, 126.8163819]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
그랜드 마트,대전광역시 서구 괴정동,"[36.3380741, 127.386564]",
기림사,경상북도 경주시 양북면 기림로 437-17,"[35.8379542, 129.4012605]","월요일
오전 8:00~오후 6:00
화요일
오전 8:00~오후 6:00
수요일
오전 8:00~오후 6:00
목요일
오전 8:00~오후 6:00
금요일
오전 8:00~오후 6:00
토요일
오전 8:00~오후 6:00
일요일
오전 8:00~오후 6:00"
김포공항 전망대,서울특별시 강서구 과해동 하늘길 78 한국공항공사 본사 6층,"[37.5606911, 126.7975132]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
객주 문학관,경상북도 청송군 진보면 진안리,"[36.5233037, 129.0372337]",
칠궁,서울특별시 종로구 궁정동 77-7,"[37.5851134, 126.9711719]","월요일
휴무일
화요일
오전 10:00~오후 4:00
수요일
오전 10:00~오후 4:00
목요일
오전 10:00~오후 4:00
금요일
오전 10:00~오후 4:00
토요일
오전 10:00~오후 4:00
일요일
휴무일"
웅부공원,경상북도 안동시 중구동 서동문로 193,"[36.5661607, 128.7309961]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
남애해수욕장,양양군 현남면,"[37.9519425, 128.7577254]",
블루원 워터파크,경상북도 경주시 천군동 보불로 391,"[35.8260929, 129.286632]","월요일
오전 9:50~오후 6:00
화요일
오전 9:50~오후 6:00
수요일
오전 9:50~오후 6:00
목요일
오전 9:50~오후 6:00
금요일
오전 9:50~오후 6:00
토요일
오전 9:50~오후 6:00
일요일
오전 9:50~오후 6:00"
이리자 한복전시관,서울특별시 종로구 사간동 74,"[37.577589, 126.9776917]",
신풍 신천 바다목장,신천목장,"[33.3567015, 126.8660242]",
약현성당,서울특별시 중구 중림동 청파로 447-1,"[37.5591528, 126.9652532]","월요일
휴무일
화요일
오전 9:00~오후 5:00
수요일
24시간 영업
목요일
24시간 영업
금요일
휴무일
토요일
휴무일
일요일
오전 9:00~오후 5:00"
울산암각화박물관,울산광역시 울주군 두동면 반구대안길 254,"[35.6080023, 129.1684348]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
세계술박물관,제주특별자치도 서귀포시 표선면 하천리 1814-1,"[33.3539576, 126.8155156]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
하멜 상선 전시관,제주특별자치도 서귀포시 안덕면 산방로 218-10 서귀포시 안덕면,"[33.2328433, 126.3117547]",
울산대곡박물관,울산광역시 울주군 두동면 서하천전로 257,"[35.619116, 129.1670185]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
백운사,광주광역시 남구 백운동 225-19,"[35.1392708, 126.8972087]",
국립광주과학관,광주광역시 북구 건국동 첨단과기로 235,"[35.2296555, 126.8479122]","월요일
휴무일
화요일
오전 9:30~오후 5:30
수요일
오전 9:30~오후 5:30
목요일
오전 9:30~오후 5:30
금요일
오전 9:30~오후 5:30
토요일
오전 9:30~오후 5:30
일요일
오전 9:30~오후 5:30"
등대해수욕장,강원도 속초시 영랑동 영랑해안길 37,"[38.2135792, 128.598395]",
천흥사,충청남도 천안시 서북구 성거읍 천흥리 63,"[36.8692906, 127.2114388]",
아트선재미술관,서울특별시 종로구 삼청동 율곡로3길 87,"[37.5794981, 126.9797785]","월요일
휴무일
화요일
오후 12:00~7:00
수요일
오후 12:00~7:00
목요일
오후 12:00~7:00
금요일
오후 12:00~7:00
토요일
오후 12:00~7:00
일요일
오후 12:00~7:00"
해군사관학교박물관,경상남도 창원시 진해구 태평동 중원로 1,"[35.12737, 128.6602856]",
공룡발자국공원,울산광역시 중구 우정동 663,"[35.5629582, 129.3049957]",
양양전통시장,강원도 양양군 양양읍 남문5길 9,"[38.0749825, 128.6210003]","월요일
오전 10:00~오후 7:00
화요일
오전 10:00~오후 7:00
수요일
오전 10:00~오후 7:00
목요일
오전 10:00~오후 7:00
금요일
오전 10:00~오후 7:00
토요일
오전 10:00~오후 7:00
일요일
오전 10:00~오후 7:00"
의견비,오수의견비,"[35.5369444, 127.3269727]",
서울창포원,서울특별시 도봉구 도봉동 4,"[37.6893333, 127.0459254]","월요일
오전 5:00~오후 9:00
화요일
오전 5:00~오후 9:00
수요일
오전 5:00~오후 9:00
목요일
오전 5:00~오후 9:00
금요일
오전 5:00~오후 9:00
토요일
오전 5:00~오후 9:00
일요일
오전 5:00~오후 9:00"
해담마을,전라북도 김제시 요촌동 6-8,"[35.8077006, 126.8914943]",
양평휴게소,경기도 양평군 양동면 송석2길 52,"[37.3965145, 127.724485]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
수옥 폭포,충청북도 괴산군 연풍면 원풍리,"[36.8068042, 128.0262951]",
부안영상테마파크,전라북도 부안군 변산면 격포로 309-64,"[35.6221055, 126.4816746]","월요일
오전 9:00~오후 10:00
화요일
오전 9:00~오후 10:00
수요일
오전 9:00~오후 10:00
목요일
오전 9:00~오후 10:00
금요일
오전 9:00~오후 10:00
토요일
오전 9:00~오후 10:00
일요일
오전 9:00~오후 10:00"
화랑대역 - 폐역,서울특별시 중랑구 묵동 28,"[37.6196136, 127.0847634]",
정자해수욕장,울산광역시 강동동,"[35.6283676, 129.4242645]",
마산 아구찜거리,경상남도 창원시 마산합포구 오동동 동서북17길 21-16,"[35.2061248, 128.5757762]",
도선사,광주광역시 북구 문흥동 34-2,"[35.1948759, 126.9318985]",
보림사,전라남도 장흥군 유치면 봉덕리 45,"[34.8079539, 126.8944974]",
백석폭포,강원도 정선군 북평면 나전리,"[37.4660777, 128.6253962]",
양화진 외국인 선교사 묘원,서울특별시 마포구 합정동 양화진길 46,"[37.5466381, 126.9092281]","월요일
오전 10:00~오후 5:00
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
휴무일"
주작산 자연휴양림,전라남도 강진군 신전면 주작산길 398,"[34.5136011, 126.682014]",
환기 미술관,서울특별시 종로구 부암동 자하문로40길 63,"[37.5944125, 126.9641443]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
봉래폭포,경상북도 울릉군 울릉읍 도동리 산39,"[37.4995357, 130.8813462]","월요일
오전 6:00~오후 7:00
화요일
오전 6:00~오후 7:00
수요일
오전 6:00~오후 7:00
목요일
오전 6:00~오후 7:00
금요일
오전 6:00~오후 7:00
토요일
오전 6:00~오후 7:00
일요일
오전 6:00~오후 7:00"
월봉서원,광주광역시 광산구 광산동 452,"[35.2357845, 126.7429987]",
큰엉해안 경승지,제주특별자치도 서귀포시 남원읍 남원 2리,"[33.2733146, 126.7026237]",
송천 떡마을,양양군 서면 송천떡마을,"[38.0516141, 128.5369991]",
