place,address,pos,open_time
만천하스카이워크,충청북도 단양군 적성면 애곡리 94번지,"[36.9803981, 128.3373808]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
제주 절물 자연 휴양림,제주특별자치도 제주시 봉개동 명림로 584,"[33.4394444, 126.6272504]","월요일
오전 7:00~오후 6:00
화요일
오전 7:00~오후 6:00
수요일
오전 7:00~오후 6:00
목요일
오전 7:00~오후 6:00
금요일
오전 7:00~오후 6:00
토요일
오전 7:00~오후 6:00
일요일
오전 7:00~오후 6:00"
김광석 길,대구광역시 중구 대봉동,"[35.859905, 128.6044017]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
울산바위,고성군 토성면,"[38.1963871, 128.4524475]",
팔공산케이블카,대구광역시 동구 용수동 팔공산로185길 51,"[35.9909143, 128.6926422]","월요일
오전 9:30~오후 5:00
화요일
오전 9:30~오후 5:00
수요일
오전 9:30~오후 5:00
목요일
오전 9:30~오후 5:00
금요일
오전 9:30~오후 5:00
토요일
오전 9:30~오후 5:10
일요일
오전 9:30~오후 5:10"
이천도예마을,이천시 신둔면 도예마을,"[37.3062114, 127.3864663]",
부천자연생태공원,경기도 부천시 춘의동 길주로 660,"[37.5050091, 126.8137583]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
태화강 십리대밭,울산광역시 중구 태화동 650-26,"[35.5461188, 129.2934425]",
현충사,충청남도 아산시 염치읍 백암리 298-1,"[36.8067147, 127.0302434]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 5:00"
덕진공원,전라북도 전주시 덕진구 덕진동1가 권삼득로 390,"[35.8475732, 127.119701]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
용두암,제주특별자치도 제주시 용담2동 용두암길 15,"[33.5162323, 126.5098697]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
청계천,서울특별시 종로구 서린동 청계천로 1,"[37.5691015, 126.9764752]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
송월동동화마을,인천광역시 중구 송월동3가 자유공원서로45번길,"[37.4776611, 126.6183887]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
다대포 해수욕장,부산광역시 다대동,"[35.0468997, 128.9486862]",
여수 해상케이블카,전라남도 여수시 돌산읍 돌산로 3600-1,"[34.73056, 127.739378]","월요일
오전 10:00~오후 9:00
화요일
오전 10:00~오후 9:00
수요일
오전 10:00~오후 9:00
목요일
오전 10:00~오후 9:00
금요일
오전 10:00~오후 9:00
토요일
오전 10:00~오후 9:00
일요일
오전 10:00~오후 9:00"
신선대,경상남도 거제시 남부면 갈곶리 산21-20,"[34.7378896, 128.6626169]",
여좌천,경상남도 창원시 창원시 진해구 여좌동,"[35.160449, 128.6579834]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
대구도시철도,대구광역시 달서구 상인동 월배로 250,"[35.8190699, 128.5382209]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
휴무일
일요일
휴무일"
조계사,서울특별시 종로구 견지동 우정국로 55,"[37.5743716, 126.9804558]",
성읍 민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 30번지,"[33.3863435, 126.7975162]",
자갈치 시장,부산광역시 중구 남포동 자갈치해안로 52,"[35.0967055, 129.0282945]",
헬로 키티 아일랜드,제주특별자치도 제주시 안덕면 한창로 340,"[33.2902148, 126.3498521]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
노무현대통령생가,경상남도 김해시 진영읍 봉하로 129,"[35.3144244, 128.7689715]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
낙산사,강원도 양양군 강현면 낙산사로 100,"[38.1246156, 128.6258511]",
G타워,"175, 아트센터대로 연수구 인천광역시","[37.3961117, 126.6321332]","월요일
오전 10:00~오후 8:00
화요일
오전 10:00~오후 8:00
수요일
오전 10:00~오후 8:00
목요일
오전 10:00~오후 8:00
금요일
오전 10:00~오후 8:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
인천 대공원,인천광역시 남동구 장수동 산180,"[37.456711, 126.755717]","월요일
오전 6:00~오후 10:00
화요일
오전 6:00~오후 10:00
수요일
오전 6:00~오후 10:00
목요일
오전 6:00~오후 10:00
금요일
오전 6:00~오후 10:00
토요일
오전 6:00~오후 10:00
일요일
오전 6:00~오후 10:00"
봉은사,서울특별시 강남구 삼성1동 봉은사로 531,"[37.514852, 127.0551826]",
물의정원,경기도 남양주시 조안면 북한강로 398,"[37.5568605, 127.3127997]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
쌍용굴,전라남도 영광군 법성면 법성리,"[35.3563762, 126.445524]",
보리암,경상남도 남해군 상주면 보리암로 665,"[34.7520875, 127.9809529]",
전주 전동성당,전라북도 전주시 완산구 전동 태조로 51,"[35.8133205, 127.1470616]",
흑돼지 거리,제주특별자치도 제주시 일도1동,"[33.5154245, 126.5246633]","월요일
오전 7:30~오후 10:00
화요일
오전 7:30~오후 10:00
수요일
오전 7:30~오후 10:00
목요일
오전 7:30~오후 10:00
금요일
오전 7:30~오후 10:00
토요일
오전 7:30~오후 10:00
일요일
오전 7:30~오후 10:00"
티라이트 공원,"2172-2196, MA-67, self.matrixest self.matrixarren, MA 01092 미국","[42.2118338, -72.2392457]",
순천만정원,전라남도 순천시 풍덕동,"[34.936105, 127.5011033]",
영은미술관,경기도 광주시 쌍령동 청석로 300,"[37.4130096, 127.2667269]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
낙안읍성 민속마을,전라남도 순천시 낙안면 동내리 401,"[34.907118, 127.3389935]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
하늘공원,서울특별시 마포구 상암동 487-48,"[37.5674467, 126.883261]","월요일
오전 9:00~오후 8:00
화요일
오전 9:00~오후 8:00
수요일
오전 9:00~오후 8:00
목요일
오전 9:00~오후 8:00
금요일
오전 9:00~오후 8:00
토요일
오전 9:00~오후 8:00
일요일
오전 9:00~오후 8:00"
해운대 달맞이길,부산광역시 해운대구 달맞이길,"[35.1682192, 129.1629329]",
자유공원,인천광역시 중구 신포동 자유공원남로 25,"[37.4754315, 126.6195738]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
오전 3:00~오후 11:45"
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,"[33.4887415, 126.7987574]","월요일
오전 9:00~오후 5:30
화요일
오전 9:00~오후 5:30
수요일
오전 9:00~오후 5:30
목요일
오전 9:00~오후 5:30
금요일
오전 9:00~오후 5:30
토요일
오전 9:00~오후 5:30
일요일
오전 9:00~오후 5:30"
주문진 해수욕장,강릉시 주문진읍,"[37.9099982, 128.8027253]",
강릉 선교장,강원도 강릉시 경포동 운정길 63,"[37.786655, 128.882806]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
북촌 한옥마을,서울특별시 종로구 가회동 계동길 37,"[37.5824075, 126.9814591]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
다산유적지,경기도 남양주시 조안면 다산로 732 KR,"[36.0922383, 125.9224736]","월요일
휴무일
화요일
휴무일
수요일
휴무일
목요일
휴무일
금요일
휴무일
토요일
오후 12:00~5:00
일요일
오후 12:00~5:00"
대구수목원,대구광역시 달서구 대곡동 화암로 342,"[35.7989375, 128.5214935]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:45~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
신세계백화점 대구점,대구광역시 동구 신천4동 동부로 149 2층,"[35.8778124, 128.6262587]","월요일
오전 11:00~오후 8:00
화요일
오전 11:00~오후 8:00
수요일
오전 11:00~오후 8:00
목요일
오전 11:00~오후 8:00
금요일
오전 11:00~오후 8:00
토요일
오전 11:00~오후 8:00
일요일
오전 11:00~오후 8:00"
정방 폭포,제주특별자치도 서귀포시 동홍동 칠십리로214번길 37,"[33.2448521, 126.5696092]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
학동몽돌해변,거제시 동부면,"[34.7747314, 128.623946]",
롯데 프리미엄 아울렛 이천점,경기도 이천시 호법면 프리미엄아울렛로 177-74,"[37.2422526, 127.3978858]","월요일
오전 10:30~오후 8:30
화요일
오전 10:30~오후 8:30
수요일
오전 10:30~오후 8:30
목요일
오전 10:30~오후 8:30
금요일
오전 10:30~오후 9:00
토요일
오전 10:30~오후 9:00
일요일
오전 10:30~오후 9:00"
제주 4.3 평화공원,제주특별자치도 제주시 봉개동 명림로 430,"[33.4511596, 126.6167474]","월요일
오전 9:00~오후 5:30
화요일
오전 9:00~오후 5:30
수요일
오전 9:00~오후 5:30
목요일
오전 9:00~오후 5:30
금요일
오전 9:00~오후 5:30
토요일
오전 9:00~오후 5:30
일요일
오전 9:00~오후 5:30"
새별오름,제주시 애월읍,"[33.3659415, 126.3388875]",
국립 수목원,경기도 포천시 소흘읍 광릉수목원로 415,"[37.7545707, 127.1637518]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
홍대앞 거리,생연동 820-26번지 동두천시 경기도 KR,"[37.9024726, 127.0484159]",
신포국제시장,인천광역시 중구 신포동 우현로49번길 11-5,"[37.4714012, 126.6256212]","월요일
오전 10:00~오후 9:30
화요일
오전 10:00~오후 9:30
수요일
오전 10:00~오후 9:30
목요일
오전 10:00~오후 9:30
금요일
오전 10:00~오후 9:30
토요일
오전 10:00~오후 9:30
일요일
오전 10:00~오후 9:30"
임진각 평화 누리 공원,경기도 파주시 문산읍 임진각로 148-40,"[37.8922482, 126.7408663]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
제주 유리의 성,제주특별자치도 제주시 한경면 녹차분재로 462,"[33.3145774, 126.2714613]","월요일
오전 9:00~오후 7:00
화요일
오전 9:00~오후 7:00
수요일
오전 9:00~오후 7:00
목요일
오전 9:00~오후 7:00
금요일
오전 9:00~오후 7:00
토요일
오전 9:00~오후 7:00
일요일
오전 9:00~오후 7:00"
안압지,경주시 월성동,"[35.8346172, 129.2095615]",
제주난타,제주시 KR특별자치도 제주시 선돌목동길56-26,"[33.4455968, 126.5453638]",
대구 약령시 한의약 박물관,대구광역시 중구 성내2동 달구벌대로415길 49,"[35.868535, 128.5877365]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
송도 해수욕장,부산광역시 암남동,"[35.0754528, 128.9992085]",
이천 세계 도자 센터,경기도 이천시 관고동,"[37.2754117, 127.4212404]",
신세계 백화점 센텀시티,부산광역시 해운대구 우동 센텀남대로 35,"[35.1687032, 129.1275526]","월요일
오전 11:00~오후 8:00
화요일
오전 11:00~오후 8:00
수요일
오전 11:00~오후 8:00
목요일
오전 11:00~오후 8:00
금요일
오전 11:00~오후 8:30
토요일
오전 11:00~오후 8:30
일요일
오전 11:00~오후 8:30"
미륵산,통영시 산양읍,"[34.810501, 128.3987716]",
성남 아트센터,경기도 성남시 분당구 야탑3동 성남대로 808,"[37.4031543, 127.1298406]","월요일
오전 10:00~오후 10:00
화요일
오전 10:00~오후 10:00
수요일
오전 10:00~오후 10:00
목요일
오전 10:00~오후 10:00
금요일
오전 10:00~오후 10:00
토요일
오전 10:00~오후 10:00
일요일
오전 10:00~오후 10:00"
관촉사,충청남도 논산시 관촉동 254,"[36.1885655, 127.1108836]",
BIFF 광장,부산광역시 중구 비프광장로,"[35.0985453, 129.0253988]",
대관령 양떼목장,강원도 평창군 대관령 대관령마루길 483-32,"[37.6905538, 128.7129992]",
대포해안주상절리대,제주특별자치도 서귀포시 중문동,"[33.2378726, 126.4223571]",
추암해수욕장,동해시 추암동,"[37.4911785, 129.0219479]",
오목대 이목대,전라북도 전주시 완산구 풍남동 기린대로 55,"[35.8142155, 127.1539868]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
대관령 삼양목장,강원도 평창군 대관령면 꽃밭양지길 708-9,"[37.72305, 128.7174367]","월요일
오전 9:00~오후 4:30
화요일
오전 9:00~오후 4:30
수요일
오전 9:00~오후 4:30
목요일
오전 9:00~오후 4:30
금요일
오전 9:00~오후 4:30
토요일
오전 9:00~오후 4:30
일요일
오전 9:00~오후 4:30"
도라전망대,경기도 파주시 장단면 제3땅굴로 310,"[37.9089647, 126.702677]","월요일
휴무일
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
제부도,화성시 서신면,"[37.1707973, 126.6066014]",
천주교 계산 주교좌 성당,대구광역시 중구 성내2동 서성로 10,"[35.8677053, 128.5858003]",
성남중앙공원,경기도 성남시 분당구 수내동 성남대로 550,"[37.3770785, 127.1215961]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
경화역 벚꽃길,경상남도 창원시 진해구 경화동 경화역,"[35.15916, 128.6841016]",
담양 대나무축제,전라남도 담양군 담양읍,"[35.323917, 126.983196]",
수성못,대구광역시 두산동,"[35.827634, 128.6001696]",
현대프리미엄아울렛 김포점,경기도 김포시 고촌읍 아라육로152번길 100,"[37.5980526, 126.7825781]","월요일
오전 10:30~오후 9:00
화요일
오전 10:30~오후 9:00
수요일
오전 10:30~오후 9:00
목요일
오전 10:30~오후 9:00
금요일
오전 10:30~오후 9:00
토요일
오전 10:30~오후 9:00
일요일
오전 10:30~오후 9:00"
오션 700,강원도 평창군 대관령면 솔봉로 325,"[37.6574998, 128.6751078]","월요일
오전 10:00~오후 5:30
화요일
휴무일
수요일
오전 10:00~오후 5:30
목요일
오전 10:00~오후 5:30
금요일
오전 10:00~오후 5:30
토요일
오전 10:00~오후 5:30
일요일
오전 10:00~오후 5:30"
